Username,followers_old,size_old,found,UserID,is_private,mediacount,followers_new,followees,external_url,is_business_account,business_category_name,biography,full_name,is_verified,profile_pic_url,size_new
askaboutaaj,220596,midtier,TRUE,2963573551,FALSE,584,219076,2376,http://youtube.com/@askaboutaj,FALSE,None,film-maker/Multi-creative\nPartnerships: Info.askaboutaj@gmail.com\nMy Photography -@ingeniousportraits,Anthony Everett🌴,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/330411334_183021624359361_3188736199404491485_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=WwFTW0I5jx0AX_BwAL5&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfB7wM8ofPrGOlVW28lF__oSJt_nJ0wWg_0BzQEXoQHq1Q&oe=6417389B&_nc_sid=5e3072,midtier
christina_rome_,227764,midtier,TRUE,2186203945,FALSE,614,227649,3472,None,TRUE,None,An eye for an eye makes the world blind.,Christina 🌷,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/332858338_157065960157718_2314261168615663769_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=AZbSX0-gQaMAX-pz3zY&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDyUgXHzjtEf37UX7YKkIbv3D_qZ4iyYebBYPrCt8-L0g&oe=641788A9&_nc_sid=5e3072,midtier
going_boundless,206540,midtier,TRUE,11895191206,FALSE,189,205674,56,https://youtube.com/goingboundless,FALSE,None,"We love traveling and exploring new places, so we built a tiny home on wheels giving us the freedom to pursue the adventure of life. USA & Canada trip",Going Boundless,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/53160621_258570758425862_5226611046134841344_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=hioIIHiHw9kAX9JxWO4&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfA2p6G4ugiCjDxPpGy-jA4R9ScHLj4q0FcDto4KC-_3hA&oe=6415F068&_nc_sid=5e3072,midtier
cellyru,148537,midtier,TRUE,31265590,FALSE,50,148739,1466,https://music.apple.com/us/album/money-family-respect/1667056781,FALSE,None,HELL GANG MOZZY                   MOZZY RECORDS\nM.F.R Money Family Respect,cellyru,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/326698007_3113845768908344_2323820144152258484_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=K77a5Fjhg8sAX8ESQs3&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfADjNpdX17yHakve5-W8cyN3s86GStJJwcc1xbO52bNMA&oe=6415E962&_nc_sid=5e3072,midtier
dantebasco,201547,midtier,TRUE,182746960,FALSE,1112,202428,2006,https://beacons.page/dante,FALSE,None,DOWNLOAD NOW!!! “Fabulous Filipino Brothers” my directorial debut! #Rufio #Zuko (link in bio)👇,Dante Basco,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/64581663_384301562087448_3741902308594679808_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=o1PssJJrbI8AX-Ytoov&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCAkoDi-l1_ELh86IgrMbATKss_j49pE4CflzHld8euvw&oe=64168B4D&_nc_sid=5e3072,midtier
onefunnylisamarie,219147,midtier,TRUE,18740416981,FALSE,1070,220518,1179,https://linktr.ee/onefunnylisamarie,TRUE,None,Mom/stengrapher. My page was made for my hubby during his battle with cancer. \nAll inquiries: lmarieriley1@gmail.com,Lisa Marie Riley,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/69124047_2920343114659361_7743723805876420608_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=qPoWjQzITCUAX-L0P_x&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfBo9EgQ7CWO-XgLj43GEIowZYIOW_F03Mhiq3SxSWIRiw&oe=6417A50D&_nc_sid=5e3072,midtier
zeke.pike,484890,midtier,TRUE,30578347,FALSE,210,483220,3337,http://bit.ly/3v0wDCu,FALSE,None,It’s EZ 🚀\n🙏🏼 Entrepreneur for God\n🏈 Coach @ Western High School \n🧠 Mental Health Advocate\n📦 E-commerce 👑\n💳  @creditwipe \n🔽FIX MY CREDIT🔽,Zeke Pike,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/320153197_457652703011233_3372777510606049240_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=GAVbTMt0flsAX_1JSJi&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDjXUBViXdRMSD-fI52juSMnm1RViHY-RxRA7p7-rmGtg&oe=64161684&_nc_sid=5e3072,midtier
iam_joshjacobs,499308,midtier,TRUE,3925326734,FALSE,128,501584,448,http://dkng.co/JACOBS,TRUE,None,Running Back for the Las Vegas Raiders 🇵🇭,Josh Jacobs,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/297311051_1065745527649999_1192901150616828946_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=Ks612kdCSNQAX-2jem-&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCNdGhJEV2Ny7cTJM6amyrWgHH2gLlSkxpdAqWzxXjXtg&oe=6416E500&_nc_sid=5e3072,makro
xtreme_heat,481876,midtier,TRUE,35546623,FALSE,48,481465,6711,https://linktr.ee/DeAndreaWiz?fbclid=PAAaYC3p9YJQdBrCxyitJGjkzmv9T3c0dIcYsjl1A4VhkMK525i6I4_EPsW6E,TRUE,None,1913🔺\n• Travel Agent \n• Influencer \n@Cameo MaKalah Whisenton\nTikTok: xtremeheat,MaKalah Whisenton,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/300417894_143733571680143_8686079899369085405_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=ZwvlNvzuxBMAX9LeryI&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfAziQkKtaQ-80jYMry4ra-TWoJppId_oQnvo7bwuANYeg&oe=641611C4&_nc_sid=5e3072,midtier
kool.kiy,483165,midtier,TRUE,5677904305,FALSE,6848,486826,7009,http://www.bykiy.shop,TRUE,None,CEO - Head Designer of @kiystudios & @supportblackcollege ... originalsog@gmail.com #ByKiy,Kool Kiy,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/319700569_1627957010957404_2073366030784970682_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=YJEsS5H_0pQAX8yc3Qr&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCmU3-xOLYH0ge84HXoSXRF3eeGIzYnwWK5G7MhTxBQcA&oe=6415ED0B&_nc_sid=5e3072,midtier
msheatherrose,476982,midtier,TRUE,5524969118,FALSE,365,504241,893,http://iancosmetics.com/,FALSE,None,How you gon win if you ain’t right within? 💎✨,Heather Rose 🦄🦋✨,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/334625105_592150402786145_7642962771735390652_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=W3CABu9o4vQAX9b1A6S&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDXTY5z5F4nWeqcoBVRO3ZmBiojcqfRpfRZG_0F4ANAug&oe=64176E43&_nc_sid=5e3072,makro
thejasonivy,422184,midtier,TRUE,274871025,FALSE,175,414850,2985,https://thebloxoffice.com/events/704,TRUE,None,🎤 @welcomeovo @theremixproject 4.0\n🚀 @nasa @spacex ambassador\n🥼 @uofpenn neuroscientist\n📚 @learn2strut director\n✨ @omni.haus founder,ʝαsσŋ ivy ☾,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/65219549_2358287304456876_5283761319789461504_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=uK6bGAAkzjsAX-HIrtq&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDr2-VOUZL3fcurGCIL95IB4KLrWrS2FxR-7B8pbC3EYg&oe=64168DFC&_nc_sid=5e3072,midtier
springyjeans,438908,midtier,TRUE,6201852603,FALSE,632,501624,4,https://springyjeans.com/collections/clothing,TRUE,None,By @elijahbaig_ & @sam.fuson \nNEXT DROP:\nSunday 3/19/23\n3PM PT/6PM ET\nRetail store:\n@springyonwalnut,Springy,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/333894504_3479471742310035_220155450198790486_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=JQCdZSyd-GIAX93hBmn&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfAPVzWIRfMgTt_B2CTu0rBaKIkIkLI5kL91sov1q_MfDQ&oe=64165150&_nc_sid=5e3072,makro
itsjuju,473822,midtier,TRUE,21080438,FALSE,244,470795,425,https://us.shein.com/campaign/sheinxjujuanddes,TRUE,None,"📍 Dallas, TX I YOUTUBER 1.4 MILLION SUBSCRIBERS | TIKTOK: JuJu_Des | @jujuanddes_ \n👶🏽 Father To @koabrown_\n💼 CEO of @kidsonlyapparel",Julius Brown,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/321433413_708698014151270_5665259707134810464_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=j4N_8D5TOTkAX_3KM3o&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfAycsIK_ZSxOti770vYQDwM5U7wU2gGYmsj4QYknh_5WQ&oe=6416E49F&_nc_sid=5e3072,midtier
thebatesfam,476802,midtier,TRUE,1357103181,FALSE,1551,477229,87,https://www.every.org/medical-evacuation-disaster-intervention-corps/f/aid-for-turkey,FALSE,None,Only one life will soon be past; only what’s done for Christ will last ✝️,The Bates Family,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/10727308_324978007681942_1058445832_a.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=T9t-C-affTMAX_FwnoQ&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfD0jyLYzfVZkF8J7ratNlkummeRyEODgHKZq6scP6U0gg&oe=6417C2A4&_nc_sid=5e3072,midtier
mccourtytwins,417904,midtier,TRUE,20173048,FALSE,1492,415997,1121,http://mccourtytwins.com,FALSE,None,Husbands&Fathers. 4 Super Bowls. Double Coverage w/ the McCourty Twins. Tackle Sickle Cell. Follow @jasonmccourty and @devinmccourty,Jason+Devin McCourty,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/296033769_1238122243650343_788075953932150641_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=s7_3pZgH0J4AX9NP9dE&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDwuKm_UXMstkCCDy6Y_-snAje80syoBiNr0cTs8p3uYg&oe=64170325&_nc_sid=5e3072,midtier
qangel_rice,465105,midtier,TRUE,16919109,FALSE,1184,464939,7337,None,FALSE,None,ATL📍CCFC👆🏾 GuinnessBookHolder🤙🏾 4xWorldChamp❤️ NCA  @angel_rice2 CollegeNationalChampion 21 Netflix Cheer —>Collabs: Agency@naturallyfit.com,Queen Angel Rice💋,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/278095128_514794120112191_1891268526557200995_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Win9O4rfNDEAX--Qs4S&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDbmCIU0p6YExr_NyDrhGxlLeAG4NQEM9pCF0KwEX1WvA&oe=64169BD6&_nc_sid=5e3072,midtier
showtyme_33,430299,midtier,TRUE,42673436,FALSE,476,429767,3230,https://www.psdunderwear.com/pages/giveaway?utm_source=aaron-jones&utm_medium=ambassador&utm_campaign=psd_aaron-jones_giveaway_022023,TRUE,None,God•Family•Football \nUTEP Alum ⛏\nGreen Bay Packers  🧀\nEntrepreneur 💼 @showtyme_sports_grill \nFly High Pops 🕊💔#LLAJ 👼🏾,Aaron Jones,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/276007659_508736830601090_7083821687210006983_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=8PulZA6s4RAAX-uYt4A&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCAhJAojKWDd3pKez914NG2Zxw1gOncioiW-JQV3mkLrw&oe=64175F75&_nc_sid=5e3072,midtier
eatmah_kandy,410196,midtier,TRUE,511589893,FALSE,643,425061,1176,http://eatmahkandy.com/,FALSE,None,EVERYDAY A GOOD DAY\n🌴 backup @CandyMoreKandy\n🛍 @westaypretty \n👇🏽 Subscribe,Candy 😇,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/327754467_1405235940250861_6263531273795792227_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=OxxHBwwn8w4AX_sia3V&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfBW9MWdI-I-5o9PxF00havnWBwZmrSq72Yw5UyD0v1bIA&oe=6417D2D8&_nc_sid=5e3072,midtier
nanycarmen,452765,midtier,TRUE,17019425,FALSE,31,456820,288,None,TRUE,None,I didn’t come this far to only come this far🕊️,Nany Carmen González,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/124099114_298642281190461_8259508629053933260_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=wK4EId6xFVgAX999Iko&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCzYx8A5FP0rPtsrGSXr0b-X9gXvG0Z_bG9giFzl1rtPg&oe=6417B47B&_nc_sid=5e3072,midtier
ottestyle,423129,midtier,TRUE,1639161569,FALSE,1955,427037,1360,https://linktr.ee/maddieduff,TRUE,None,"fashion + beauty + family 🌶 \n+ a southern flair on off-duty style ☁️\n+ owner of @manchestercoffeeco ☕️\n+ Lexington, KY 🦋",Maddie Potter Duff ⚡️,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/242596457_918832742045017_6700521431934028354_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=GAkIhbIsNekAX8nR-s-&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCnvx1g-GISCvjCRrm6nUIZmrTflVFrJ_X-2YFB-VdUbA&oe=6417D589&_nc_sid=5e3072,midtier
0fficial.krissy,450113,midtier,TRUE,10971639396,FALSE,14,449230,894,https://share.getcashto.com/@b1f610cff2afda,FALSE,None,|| twitter: _kb10__ 💫\n🛍️dm me for promos! ||\n|| my email: krissyb2020@gmail.com || \nshein giftcard in my bio🫣,Krissy💘,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/324545663_3331130227146706_3188081936678836000_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=1g5VxZ1NP6cAX9aJot6&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfALbZX0KDAKVsCUp4KjfzJmFVHE6PtAnkjr8f4xt9HNHQ&oe=641738BC&_nc_sid=5e3072,midtier
kimikouture,498460,midtier,TRUE,22598953,FALSE,1362,499440,1974,http://www.kimikouture.net/,FALSE,None,"I make custom gowns, dresses & swimsuits. 👗👙✂️❤️ Designer. Entrepreneur. Pisces. Mom. Creative. 🇵🇭🇨🇳🇺🇸 VISIT WEBSITE TO ORDER.",Kimi Kouture,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/141866647_758756424747623_7146147471703375227_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=S3Noc4m4Jl0AX9wk4bd&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfD8TO_UvLxXvo9PdnCazEYcjJIv2ILniPR7XTHqwW9a3g&oe=64168BA1&_nc_sid=5e3072,midtier
mallorynikolaushome,496112,midtier,TRUE,14895417616,FALSE,243,503715,1003,https://linkin.bio/mallorynikolaushome,TRUE,Creators & Celebrities,Creating livable luxury | DIY Home Renovation & Timeless Design since 2010 | Coming Soon @monarch.home 🦋,Mallory Nikolaus | DIY Interiors,FALSE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/322286591_1369477190455975_811935499665732641_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=mLO2AbSD9V0AX-ztFel&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfDwsrUSAKIEdZ4JZE-8arF96vzmQuoczbG2hky4VKbLFA&oe=6416CFC6&_nc_sid=035b3a,makro
albeeal201,422377,midtier,TRUE,455525175,FALSE,18,425569,8,https://youtu.be/dObf3XwVu30,FALSE,None,#EverydayJune30th I got some permanent scars you can’t see💔 I’m Blessed & I’m cursed it Confuse Me Too😔 Loyalty Is Everything @stragthunz_ 4 Bookings…,Albee Al The Gladiator,TRUE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/18948061_237538026733756_7403113868303532032_a.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=XFHSnZi2a9UAX9YwcyN&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBYB1DrtTWI5P-oM7RIK-h4-dBtexCYZ72VvM-AeJKJFg&oe=64174C43&_nc_sid=035b3a,midtier
freddylsx,410348,midtier,TRUE,195458467,FALSE,2751,420567,1360,https://linktr.ee/Freddylsx,FALSE,None,"🎬 YouTube- FreddyLSX\n@projecttorqueofficial   \n@projecttorquegarage \n📍 Store Address- 1516 S Frazier St, Conroe, Tx 77301",Freddylsx,FALSE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/334548432_159572360238749_7919222836646798341_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=A3dK7Ixp5GwAX_JOu6i&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCv1nPPiS4oG0GDMixZV-_e8pMcVhN_7wTB0wZO5f6LbQ&oe=6417858A&_nc_sid=035b3a,midtier
stevenguyen,418299,midtier,TRUE,293384,FALSE,43,417404,975,https://linktr.ee/stevenguyen,FALSE,None,@studioapa,Steve Nguyen,TRUE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/292172723_1088717482062804_269707314518745019_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=WreaY2r4ECIAX-rJe48&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBGHW4XK2WKpZHy_wsFphoGVszMQDdMtVJbmuOPFmNXcg&oe=64174008&_nc_sid=035b3a,midtier
luvvie,495463,midtier,TRUE,1127295,FALSE,3661,495061,1941,http://linktr.ee/luvvie,FALSE,None,"Bestseller of Books (3x) 📚 \n📕 & 🎧 @professionaltroublemaker \nLatest book: LITTLE TROUBLEMAKER MAKES A MESS coming May 2, 2023. Preorder now!👇🏾",Luvvie Ajayi Jones,TRUE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/164332002_3754608217971800_5958720170011988401_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=108&_nc_ohc=YdQCH6XTshQAX_b7pyd&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBYpK1tBggNYToJAxXF3ClGiF9x17XknIxntEnozHOXFQ&oe=64175184&_nc_sid=035b3a,midtier
baileymstewart,439012,midtier,TRUE,6820865,FALSE,607,443234,2677,https://linktr.ee/Baileymstewart,FALSE,None,HI HOWDY🫶🏻\n✰ @alphalete | Lazulilabel | 1UP discount code:BAILEY\n✰🐰Buffbunny code BAILS\n✰ Collabs: Bailey.s@dulcedo.com\n🎥YouTube Channel ↓,✰ BAILS ✰,FALSE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/323705477_507763214789051_8278220104164561748_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=NeNok9ZkOLUAX_cYMtE&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCUmr2pyIlSbBXjwBuCi3pYx1X51sDEFbBJsKn9mlHc0w&oe=6417B63F&_nc_sid=035b3a,midtier
_djuice,334171,midtier,TRUE,173811414,FALSE,795,334638,7010,https://www.eighteen90.com/,FALSE,None,"Dallas, Tx\nMentor | Photographer | Author | 1911\nThis chapter of my life is called “Giving Grace”",Deveja Webb,FALSE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/335935621_216551410919782_145565180495870424_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=110&_nc_ohc=Z5_jJRbAVfsAX_Br6Fw&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfDgOc_WV9qI5i1SnwqHy7Jwbcw9ye7X0TM4tDvPPUkiMQ&oe=6417E712&_nc_sid=035b3a,midtier
cynthia_harper_,337060,midtier,TRUE,1636169191,FALSE,674,335640,794,https://cynthiaharper.komi.io/,TRUE,Creators & Celebrities,"•creating a home + life I love, one DIY at a time•\nRelaxed relatable style. Falling in love with a simple life💛\nBlurring the line of modern & vintage.",Cynthia Harper,FALSE,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/308723978_150422834123713_614602328494849798_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=LiyMWeX6SP4AX9OtPvf&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfA1VaibGDp6kYS6hKiwryJzwwU-IOfPK08k2RhFICNiow&oe=6417ABAB&_nc_sid=035b3a,midtier
therealaliwentworth,335891,midtier,TRUE,5695407224,FALSE,1113,342951,872,https://www.harpercollins.com/products/alis-well-that-ends-well-ali-wentworth,FALSE,None,"Official Instagram of Ali Wentworth! Actress, author, producer, podcaster, and choc chip cookie maker. \nPurchase my book below!",Ali Wentworth,TRUE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/66202243_651367478680595_269448707504603136_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=qgcZ0Q2yH7oAX9YfAl-&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfD9z1xel9hxeZST0W7dmPYRI_e4lGcD0WzllSQDj0R5Pw&oe=641766CF&_nc_sid=035b3a,midtier
jayt23,371173,midtier,TRUE,284043947,FALSE,196,367532,471,http://dkng.co/JONATHANTAYLOR,FALSE,None,Business inquiries: JayT@everettsm.com\nToppers pizza franchise owner 🍕,Jonathan Taylor,TRUE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/121448616_190630012573682_2203749226522755969_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=w3cQ7bUIYCQAX_-O_ZP&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfA44h_ci7J7ugbGVPVvOigTFBTNmjBVGWBl38NXLPASpg&oe=6417F498&_nc_sid=035b3a,midtier
iamcharlesdavis,407900,midtier,TRUE,1741737380,FALSE,49,405264,4,None,FALSE,None,NA,Charles Davis,FALSE,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/333470808_923703229052558_2175128785400888576_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=GtzYdhdWrJ8AX8hZKTX&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfDE1OKXz7WYGse-8KAVOa5cstotI3HMOrlpod5uEZAm4g&oe=641799E3&_nc_sid=035b3a,midtier
jaredgoff,342017,midtier,TRUE,35192126,FALSE,186,341622,996,http://alltroo.com/Goff,FALSE,None,NA,Jared Goff,TRUE,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/152761604_1129189824195077_1288236752194876407_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=CfYNXizTe-YAX_hKeM1&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfC1T1LFmPw7nxo1IFWZIH6X3OpnktEmkxH5TY8U5t-2xg&oe=641709B2&_nc_sid=035b3a,midtier
traceyeedmonds,337397,midtier,TRUE,34395166,FALSE,1587,341820,451,http://linktr.ee/traceyeedmonds,FALSE,None,Mom&Emmy/NAACP #Awardwinning TV/Film Producer #SoulFood #CollegeHill #EndoftheRoad Sharing tools 2 LIVE UR BEST LIFE: alrightnow.com #Stanfordgrad,Tracey Edmonds,TRUE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/95843779_1839028776279867_8580695447331405824_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=XSOF3cUgRB0AX8p41gq&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCf6HtZxLhZjRWSMlc8WEij2-B2gJ55fjwo5n6mlkk0Jg&oe=6416EE99&_nc_sid=035b3a,midtier
katieemo,409551,midtier,TRUE,25964911,FALSE,721,406855,1925,http://hoo.be/katieemo/,TRUE,Local Events,"🫶🏽\nlondon \nmore life, self love, & happiness",katie morton,TRUE,https://scontent-fra5-2.cdninstagram.com/v/t51.2885-19/243073363_1089735331778803_2900384730527418549_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=x-exel8iacIAX-Ctwhg&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBScFOOzcmYvRuF5qucNutvKKO8_PmpEh_jVqYWHv9HIA&oe=64170699&_nc_sid=035b3a,midtier
joemainmixon,386004,midtier,TRUE,5387049440,FALSE,72,387649,825,http://www.mixteam28.com/,FALSE,None,MoneyMakingMix💰💸,Joe Mixon,TRUE,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-19/287833767_118639454014330_2819561797442143476_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=110&_nc_ohc=COfw3n1Gd1cAX9Emr92&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfANuGQpmK7mxxPS3EO-uXRo9iBvIP2smiDbV3Yyh9DxZw&oe=641846E7&_nc_sid=035b3a,midtier
